1	0.12513028581937155
2	0.12036976218223572
3	0.11158739278713863
4	0.09950032085180283
5	0.07231336832046509
6	0.05908965319395065
7	0.07953906618058681
8	0.06318757310509682
9	0.07919531936446826
10	0.0771455659220616
11	0.0880927915374438
12	0.07930072645346324
13	0.0604232574502627
14	0.09878495832284291
15	0.07211279372374217
16	0.2106030359864235
17	0.0671285664041837
18	0.07885795583327611
19	0.09392381211121877
20	0.04378023246924082
21	0.05858670920133591
22	0.04483375449975332
23	0.04956009487311045
24	0.056912560015916824
25	0.03642633308966955
26	0.04907184963425001
27	0.03861260538299879
28	0.04959440045058727
29	0.04812397435307503
30	0.0436631515622139
31	0.04044034704566002
32	0.04280636707941691
33	0.033821421364943184
34	0.059911616146564484
35	0.0404689647257328
36	0.03723352526624998
37	0.05232579633593559
38	0.03644584119319916
39	0.051829442381858826
40	0.045599124083916344
41	0.051112773517767586
42	0.045445832113424935
43	0.0465286560356617
44	0.043384794145822525
45	0.07716220120588939
46	0.042969180891911186
47	0.04919623831907908
48	0.048307739198207855
49	0.03455005834499995
50	0.03438366452852885
